Order Date,Order ID,Invoice No,Product Name,SKU,Category,Sub Category,Customer ID,Customer,Customer Tier,Region,Sales Channel,Warehouse,Sales Rep,Qty,Unit Price,Unit Cost,Sales Amt,Gross Profit,Currency,Exchange Rate,Promotion,Order Status,Payment Terms,Return Reason,Delivery Days,Notes
2024-03-24,ORD-202403-002011,INV-202403-002011,Widget Pulse,SKU009,Electronics,Sensors,CUST01562,Flores Trading,SMB,Limpopo,Distributor,Johannesburg DC,N. Dlamini,0,441.48,351.78,0.0,0.0,ZAR,1.0,None,Cancelled,COD,,21,promo order
,ORD-202408-002012,INV-202408-002012,Widget Delta,SKU004,Hardware,Tools,CUST01463,Cox Trading,SMB,Gauteng,Ecommerce,Pretoria Hub,L. van Wyk,11,298.78,215.05,3286.58,921.03,ZAR,1.0,None,Completed,COD,,16,
13-12-2025,ORD-202512-002013,INV-202512-002013,Widget Quantum,SKU010,Electronics,Controllers,CUST01280,Miller Trading,SMB,Eastern Cape,Wholesale,Durban Hub,L. van Wyk,10,742.9,506.56,7429.0,2363.4,ZAR,1.0,None,Completed,Net 60,,21,
13-12-2025,ORD-202512-002013,INV-202512-002013,Widget Quantum,SKU010,Electronics,Controllers,CUST01280,Miller Trading,SMB,Eastern Cape,Wholesale,Durban Hub,L. van Wyk,10,742.9,506.56,7429.0,2363.4,ZAR,1.0,None,Completed,Net 60,,21,possible duplicate
2024-03-18,ORD-202403-002014,INV-202403-002014,Widget Orion,SKU008,Electronics,Sensors,CUST01226,Avila Trading,SMB,Western Cape,Ecommerce,Cape Town DC,A. Petersen,1,483.65,315.21,483.65,168.44,ZAR,1.0,None,Completed,Net 30,,25,manual correction
2024-12-01,ORD-202412-002015,INV-202412-002015,Widget Orion,SKU008,Electronics,Sensors,CUST00717,Dunn Trading,SMB,Eastern Cape,Ecommerce,Cape Town DC,L. van Wyk,3,R492.41,323.7,1477.23,506.13,USD,17.8647,None,Completed,Net 15,,22,manual correction
2024-09-30,ORD-202409-002016,INV-202409-002016,Widget Spark,SKU012,Packaging,Labels,CUST01713,"White, Parks and Morales",Key Account,Gauteng,Ecommerce,Pretoria Hub,S. Naidoo,72,10.61,4.03,R763.92,473.76,USD,18.6886,Launch Campaign,Completed,Net 60,,3,manual correction
2025-12-27,ORD-202512-002017,INV-202512-002017,Widget Delta,SKU004,Elec,Tools,CUST01502,"Richardson, May and Henson",Enterprise,Eastern Cape,Distributor,Pretoria Hub,L. van Wyk,62,272.42,205.86,16890.04,4126.72,ZAR,1.0,Launch Campaign,Completed,COD,,9,manual correction
2024-07-12,ORD-202407-002018,INV-202407-002018,Widget Spark,SKU012,Packaging,Labels,CUST00665,Gibson Trading,SMB,Limpopo,Retail,Johannesburg DC,A. Petersen,16,12.38,3.84,198.08,136.64,ZAR,1.0,Summer Promo,Completed,Net 60,,5,VIP customer
2024-02-21,ORD-202402-002019,INV-202402-002019,Widget Alpha,SKU001,Hardware,Fasteners,CUST01153,Jimenez Trading,SMB,Limpopo,Distributor,Johannesburg DC,S. Naidoo,24,71.43,48.03,1714.32,$561.60,ZAR,1.0,Summer Promo,Completed,Net 30,,5,rush delivery
2025-10-11,ORD-202510-002020,INV-202510-002020,Widget Echo,SKU005,Accessories,Cables,CUST00239,Stewart Trading,Mid-Market,Free State,Retail,Cape Town DC,S. Naidoo,17,38.14,18.73,648.38,$329.97,ZAR,1.0,None,Completed,Net 30,,15,promo order
2024-08-16,ORD-202408-002021,INV-202408-002021,Widget Nova,SKU007,Accessories,Batteries,CUST00008,Adkins Trading,SMB,KwaZulu-Natal,Ecommerce,Pretoria Hub,L. van Wyk,17,121.52,71.02,2065.84,858.5,ZAR,1.0,Bundle Discount,Completed,COD,,2,rush delivery
2025-05-03,ORD-202505-002022,INV-202505-002022,Widget Gamma,SKU003,Hardware,Tools,CUST01723,Wiggins Trading,SMB,Limpopo,Retail,Cape Town DC,S. Naidoo,7,222.12,136.42,1554.84,599.9,ZAR,1.0,None,Completed,Net 60,,7,manual correction
2025-12-28,ORD-202512-002023,INV-202512-002023,Widget Pulse,SKU009,Electronics,Sensors,CUST00840,Shea Trading,SMB,Limpopo,Ecommerce,Johannesburg DC,T. Mokoena,4,529.56,346.35,2118.24,732.84,ZAR,1.0,None,Completed,Net 60,,25,
2024-04-07,ORD-202404-002024,INV-202404-002024,Widget Nova,SKU007,Accessories,Batteries,CUST00953,Cook Trading,SMB,Limpopo,Ecommerce,Pretoria Hub,N. Dlamini,12,120.73,71.79,1448.76,587.28,ZAR,1.0,Year End Promo,Completed,Net 15,,4,
2025-04-05,ORD-202504-002025,INV-202504-002025,Widget Alpha,SKU001,Hardware,Fasteners,CUST01164,Dickerson Trading,SMB,Gauteng,Retail,Cape Town DC,T. Mokoena,9,85.27,45.73,767.43,355.86,ZAR,1.0,Launch Campaign,Completed,Net 30,,8,promo order
2025-08-18,ORD-202508-002026,INV-202508-002026,Widget Flux,SKU006,Accessories,Cables,CUST01071,Turner Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Cape Town DC,L. van Wyk,27,53.5,23.36,1444.5,813.78,USD,18.5926,None,Completed,Net 45,,14,rush delivery
22-01-2024,ORD-202401-002027,INV-202401-002027,Widget Delta,SKU004,Hardware,Tools,CUST00426,Patterson Trading,SMB,Western Cape,Ecommerce,Cape Town DC,T. Mokoena,6,298.71,210.66,1792.26,528.3,ZAR,1.0,Bundle Discount,Completed,Net 30,,6,promo order
2024-06-19,ORD-202406-002028,INV-202406-002028,Widget Alpha,SKU001,Hardware,Fasteners,CUST01260,Cook Trading,Mid-Market,KwaZulu-Natal,Retail,Cape Town DC,N. Dlamini,16,77.74,48.52,1243.84,467.52,ZAR,1.0,Summer Promo,Completed,Net 30,,11,rush delivery
02-03-2025,ORD-202503-002029,INV-202503-002029,Widget Spark,SKU012,Packaging,Labels,CUST01362,Clay Trading,SMB,Western Cape,Retail,Cape Town DC,L. van Wyk,23,12.2,4.0,280.6,188.6,USD,19.1896,None,Completed,Net 30,,3,VIP customer
2024-07-01,ORD-202407-002030,INV-202407-002030,Widget Spark,SKU012,Packaging,Labels,CUST00634,Kennedy Trading,SMB,Gauteng,Wholesale,Pretoria Hub,L. van Wyk,36,11.56,3.96,416.16,273.6,ZAR,1.0,Launch Campaign,Completed,COD,,4,manual correction
2024-06-26,ORD-202406-002031,INV-202406-002031,Widget Pulse,SKU009,Electronics,Sensors,CUST00674,Roberts Trading,SMB,Western Cape,Distributor,Johannesburg DC,A. Petersen,10,483.23,351.06,4832.3,1321.7,ZAR,1.0,Summer Promo,Completed,Net 15,,24,VIP customer
2024-08-13,ORD-202408-002032,INV-202408-002032,Widget Orion,SKU008,Electronics,Sensors,CUST00946,Campbell Trading,Mid-Market,Eastern Cape,Wholesale,Pretoria Hub,S. Naidoo,11,442.56,300.87,4868.16,1558.59,ZAR,1.0,Bundle Discount,Completed,COD,,20,manual correction
2024-04-11,ORD-202404-002033,INV-202404-002033,Widget Rift,SKU011,Packaging,Boxes,CUST00985,Green Trading,SMB,Free State,Wholesale,Johannesburg DC,T. Mokoena,49,16.88,8.3,827.12,420.42,ZAR,1.0,Year End Promo,Completed,COD,,6,VIP customer
2024-09-01,ORD-202409-002034,INV-202409-002034,Widget Orion,SKU008,Electronics,Sensors,CUST00988,Anderson Trading,SMB,Eastern Cape,Wholesale,Durban Hub,A. Petersen,7,429.88,319.65,0,$771.61,ZAR,1.0,None,Completed,Net 60,,20,manual correction
2025-05-09,ORD-202505-002035,INV-202505-002035,Widget Orion,SKU008,Electronics,Sensors,CUST01543,Mercado Trading,SMB,Limpopo,Wholesale,Pretoria Hub,T. Mokoena,7,475.68,315.92,3329.76,1118.32,ZAR,1.0,None,Completed,COD,,19,
2025-03-19,ORD-202503-002036,INV-202503-002036,Widget Nova,SKU007,Accessories,Batteries,CUST01713,"White, Parks and Morales",Key Account,Gauteng,Ecommerce,Durban Hub,S. Naidoo,32,110.45,72.79,"R3,534.40",1205.12,ZAR,1.0,Year End Promo,Completed,Net 60,,4,promo order
2025-12-29,ORD-202512-002037,INV-202512-002037,Widget Quantum,SKU010,Electronics,Controllers,CUST01535,Combs Trading,SMB,Gauteng,Wholesale,Durban Hub,T. Mokoena,8,732.92,507.75,5863.36,1801.36,ZAR,1.0,None,Completed,Net 45,,20,manual correction
2024-06-07,ORD-202406-002038,INV-202406-002038,Widget Orion,SKU008,Electronics,Sensors,CUST01277,Cruz Trading,Mid-Market,Limpopo,Ecommerce,Durban Hub,S. Naidoo,1,457.27,301.32,457.27,155.95,ZAR,1.0,Bundle Discount,Completed,Net 30,,24,
03-04-2025,ORD-202504-002039,INV-202504-002039,Widget Beta,SKU002,Hardware,Fasteners,CUST00325,Mckinney Trading,Mid-Market,Gauteng,Retail,Cape Town DC,S. Naidoo,6,86.31,53.79,517.86,195.12,ZAR,1.0,None,Completed,Net 30,,13,manual correction
10/10/2025,ORD-202510-002040,INV-202510-002040,Widget Gamma,SKU003,Hardware,Tools,CUST00396,Hughes Trading,SMB,Eastern Cape,Distributor,Durban Hub,T. Mokoena,19,200.29,143.73,3805.51,1074.64,USD,18.9874,None,Completed,Net 60,,15,manual correction
2024-01-27,ORD-202401-002041,INV-202401-002041,Widget Flux,SKU006,Accessories,Cables,CUST00184,Ramirez Trading,SMB,Gauteng,Wholesale,Pretoria Hub,T. Mokoena,26,49.93,23.42,1298.18,689.26,ZAR,1.0,Launch Campaign,Completed,Net 45,,16,rush delivery
2025-09-28,ORD-202509-002042,INV-202509-002042,Widget Quantum,SKU010,Electronics,Controllers,CUST00773,"Moore, Wilcox and Johnson",Enterprise,Western Cape,Retail,Pretoria Hub,T. Mokoena,3,697.41,517.13,2092.23,$540.84,ZAR,1.0,Launch Campaign,Completed,Net 45,,23,promo order
2025-12-28,ORD-202512-002043,INV-202512-002043,Widget Nova,SKU007,Accessories,Batteries,CUST01582,Smith Trading,SMB,KwaZulu-Natal,Distributor,Cape Town DC,L. van Wyk,48,113.75,73.15,5460.0,1948.8,ZAR,1.0,Launch Campaign,Completed,Net 15,,1,promo order
2024-07-03,ORD-202407-002044,INV-202407-002044,Widget Echo,SKU005,Accessories,Cables,CUST01456,Reed LLC,Enterprise,Free State,Retail,Pretoria Hub,T. Mokoena,32,R34.70,18.82,"1,110.40",508.16,ZAR,1.0,Year End Promo,Completed,Net 45,,19,rush delivery
2024-11-04,ORD-202411-002045,INV-202411-002045,Widget Rift,SKU011,Packaging,Boxes,CUST01597,Sawyer Trading,Mid-Market,Western Cape,Wholesale,Cape Town DC,S. Naidoo,73,17.18,8.27,1254.14,650.43,USD,17.5772,Launch Campaign,Completed,Net 15,,8,rush delivery
2024-10-18,ORD-202410-002046,INV-202410-002046,Widget Beta,SKU002,Hardware,Fasteners,CUST01602,Hart Trading,Mid-Market,Gauteng,Wholesale,Cape Town DC,T. Mokoena,20,84.29,53.77,1685.8,610.4,ZAR,1.0,Bundle Discount,Completed,Net 45,,6,
12/18/2025,ORD-202512-002047,INV-202512-002047,Widget Spark,SKU012,Packaging,Labels,CUST01227,Jackson Trading,Mid-Market,Limpopo,Ecommerce,Cape Town DC,T. Mokoena,36,11.57,4.01,416.52,272.16,ZAR,1.0,None,Completed,Net 45,,9,
2025-12-27,ORD-202512-002048,INV-202512-002048,Widget Delta,SKU004,Hardware,Tools,CUST00337,Adams Trading,SMB,KwaZulu-Natal,Wholesale,Durban Hub,L. van Wyk,19,310.2,212.65,"R5,893.80",1853.45,USD,19.595,Bundle Discount,Completed,Net 45,,6,rush delivery
2024-01-17,ORD-202401-002049,INV-202401-002049,Widget Nova,SKU007,Accessories,Batteries,CUST01398,James Trading,SMB,Eastern Cape,Wholesale,Pretoria Hub,N. Dlamini,32,112.9,72.04,3612.8,1307.52,ZAR,1.0,None,Completed,COD,,5,promo order
2024-06-07,ORD-202406-002050,INV-202406-002050,Widget Rift,SKU011,Packaging,Boxes,CUST01281,Rhodes Trading,SMB,Eastern Cape,Retail,Pretoria Hub,A. Petersen,12,17.47,7.82,209.64,115.8,ZAR,1.0,None,Completed,Net 15,,10,VIP customer
2024-12-05,ORD-202412-002051,INV-202412-002051,Widget Quantum,SKU010,Electronics,Controllers,CUST01042,Tucker Trading,SMB,Gauteng,Wholesale,Pretoria Hub,L. van Wyk,8,728.81,R528.92,5830.48,1599.12,ZAR,1.0,Bundle Discount,Completed,Net 15,,21,promo order
2025-02-13,ORD-202502-002052,INV-202502-002052,Widget Quantum,SKU010,Electronics,Controllers,CUST01465,Munoz Trading,Mid-Market,Free State,Retail,Durban Hub,L. van Wyk,-2,736.78,506.02,-1473.56,-461.52,ZAR,1.0,None,Returned,Net 30,Pricing Dispute,20,VIP customer
2024-10-22,ORD-202410-002053,INV-202410-002053,Widget Quantum,SKU010,Electronics,Controllers,CUST00352,"Lang, Roman and Wilson",Enterprise,Limpopo,Distributor,Johannesburg DC,S. Naidoo,15,598.14,514.6,8972.1,1253.1,ZAR,1.0,Year End Promo,Completed,COD,,21,rush delivery
2024-07-17,ORD-202407-002054,INV-202407-002054,Widget Orion,SKU008,Electronics,Sensors,CUST00663,Green Trading,SMB,Eastern Cape,Retail,Johannesburg DC,N. Dlamini,7,480.8,322.6,"R3,365.60",1107.4,ZAR,1.0,None,Completed,Net 15,,24,promo order
2024-04-16,ORD-202404-002055,INV-202404-002055,Widget Rift,SKU011,Packaging,Boxes,CUST01727,Washington Trading,Mid-Market,Free State,Ecommerce,Durban Hub,A. Petersen,26,R16.60,7.84,431.6,227.76,ZAR,1.0,Year End Promo,Completed,Net 30,,8,
2024-01-16,ORD-202401-002056,INV-202401-002056,Widget Flux,SKU006,Accessories,Cables,CUST00336,Green Trading,Mid-Market,Limpopo,Ecommerce,Johannesburg DC,N. Dlamini,29,52.19,24.67,1513.51,798.08,ZAR,1.0,None,Completed,Net 15,,18,VIP customer
01/11/2024,ORD-202401-002057,INV-202401-002057,Widget Nova,SKU007,Accessories,Batteries,CUST00278,Harrison Trading,SMB,Eastern Cape,Retail,Cape Town DC,A. Petersen,16,119.31,73.32,1908.96,735.84,USD,19.3139,None,Completed,Net 30,,8,rush delivery
2024-01-17,ORD-202401-002058,INV-202401-002058,Widget Quantum,SKU010,Electronics,Controllers,CUST00060,Blackburn Trading,SMB,Limpopo,Ecommerce,Pretoria Hub,T. Mokoena,4,734.88,531.47,2939.52,813.64,ZAR,1.0,None,Completed,Net 45,,21,VIP customer
07/14/2024,ORD-202407-002059,INV-202407-002059,Widget Flux,SKU006,Accessories,Cables,CUST01094,Snow Trading,SMB,Free State,Wholesale,Pretoria Hub,N. Dlamini,37,53.31,24.98,1972.47,1048.21,USD,19.3695,None,Completed,Net 15,,17,VIP customer
2025-12-07,ORD-202512-002060,INV-202512-002060,Widget Echo,SKU005,Accessories,Cables,CUST00159,Rodriguez Trading,SMB,Eastern Cape,Ecommerce,Cape Town DC,L. van Wyk,13,38.76,17.82,503.88,272.22,ZAR,1.0,Bundle Discount,Completed,Net 60,,14,VIP customer
2024-06-17,ORD-202406-002061,INV-202406-002061,Widget Spark,SKU012,Packaging,Labels,CUST01226,Avila Trading,SMB,Western Cape,Ecommerce,Johannesburg DC,A. Petersen,15,$10.96,3.87,164.4,106.35,USD,17.6654,None,Completed,Net 30,,6,manual correction
2025-03-15,ORD-202503-002062,INV-202503-002062,Widget Beta,SKU002,Hardware,Fasteners,CUST01713,"White, Parks and Morales",Key Account,Gauteng,Ecommerce,Johannesburg DC,S. Naidoo,-9,83.99,$52.81,-755.91,-280.62,ZAR,1.0,Summer Promo,Returned,Net 60,Customer Return,6,manual correction
2025-03-08,ORD-202503-002063,INV-202503-002063,Widget Gamma,SKU003,Hardware,Tools,CUST01397,Mcconnell Trading,SMB,Limpopo,Distributor,Johannesburg DC,T. Mokoena,23,204.28,$135.09,4698.44,1591.37,ZAR,1.0,None,Completed,COD,,9,rush delivery
2025-05-19,ORD-202505-002064,INV-202505-002064,Widget Delta,SKU004,Hardware,Tools,CUST00632,Smith Trading,SMB,Free State,Wholesale,Cape Town DC,S. Naidoo,20,288.73,213.61,5774.6,1502.4,ZAR,1.0,Bundle Discount,Completed,Net 30,,6,
2025-04-17,ORD-202504-002065,INV-202504-002065,Widget Pulse,SKU009,Electronics,Sensors,CUST01291,"Martinez, Lang and Ortega",Enterprise,KwaZulu-Natal,Retail,Johannesburg DC,T. Mokoena,16,470.12,349.84,7521.92,1924.48,ZAR,1.0,Launch Campaign,Completed,Net 45,,22,
2025-05-30,ORD-202505-002066,INV-202505-002066,Widget Nova,SKU007,Accessories,Batteries,CUST00173,Ramirez-Moore,Enterprise,Western Cape,Distributor,Johannesburg DC,N. Dlamini,88,103.88,70.28,9141.44,2956.8,USD,18.3905,None,Completed,Net 45,,4,manual correction
2025-03-07,ORD-202503-002067,INV-202503-002067,Widget Pulse,SKU009,Electronics,Sensors,CUST00745,Bush Trading,SMB,Eastern Cape,Distributor,Pretoria Hub,L. van Wyk,15,476.82,346.21,"$7,152.30",1959.15,USD,19.6146,Launch Campaign,Completed,Net 15,,23,promo order
2024-08-19,ORD-202408-002068,INV-202408-002068,Widget Echo,SKU005,Accessories,Cables,CUST01543,Mercado Trading,SMB,Limpopo,Wholesale,Durban Hub,T. Mokoena,32,38.3,17.39,1225.6,669.12,ZAR,1.0,None,Completed,COD,,22,
2025-10-20,ORD-202510-002069,INV-202510-002069,Widget Nova,SKU007,Accessories,Batteries,CUST00141,Jenkins Trading,Mid-Market,KwaZulu-Natal,Retail,Durban Hub,S. Naidoo,20,117.9,70.16,2358.0,954.8,ZAR,1.0,None,Completed,Net 60,,6,rush delivery
2024-02-14,ORD-202402-002070,INV-202402-002070,Widget Rift,SKU011,Packaging,Boxes,CUST00315,"Ellis, Bautista and Burns",Key Account,Eastern Cape,Ecommerce,Johannesburg DC,A. Petersen,50,15.77,8.12,788.5,382.50,ZAR,1.0,None,Completed,Net 45,,7,VIP customer
2025-01-28,ORD-202501-002071,INV-202501-002071,Widget Delta,SKU004,Hardware,Tools,CUST00337,Adams Trading,SMB,KwaZulu-Natal,Wholesale,Pretoria Hub,L. van Wyk,23,298.23,198.07,6859.29,"$2,303.68",ZAR,1.0,None,Completed,Net 45,,4,rush delivery
2024-04-21,ORD-202404-002072,INV-202404-002072,Widget Beta,SKU002,Hardware,Fasteners,CUST00486,"Nixon, Sanders and Flynn",Enterprise,KwaZulu-Natal,Ecommerce,Johannesburg DC,N. Dlamini,11,87.56,53.78,963.16,371.58,ZAR,1.0,Bundle Discount,Completed,Net 45,,7,
2025-04-27,ORD-202504-002073,INV-202504-002073,Widget Rift,SKU011,Packaging,Boxes,CUST01420,"Fox, Doyle and Peterson",Enterprise,Gauteng,Retail,Pretoria Hub,N. Dlamini,42,16.13,7.89,677.46,346.08,ZAR,1.0,None,Completed,Net 30,,4,promo order
2024-10-26,ORD-202410-002074,INV-202410-002074,Widget Orion,SKU008,Electronics,Sensors,CUST01075,Taylor Trading,Mid-Market,Free State,Wholesale,Durban Hub,N. Dlamini,11,440.46,306.37,"$4,845.06",1474.99,ZAR,1.0,Year End Promo,Completed,Net 30,,20,manual correction
2025-04-10,ORD-202504-002075,INV-202504-002075,Widget Spark,SKU012,Packaging,Labels,CUST00776,Mejia Trading,SMB,Gauteng,Wholesale,Pretoria Hub,L. van Wyk,53,11.43,3.86,605.79,401.21,ZAR,1.0,Year End Promo,Completed,Net 60,,7,VIP customer
2025-05-26,ORD-202505-002076,INV-202505-002076,Widget Quantum,SKU010,Electronics,Controllers,CUST01657,Williams Trading,Mid-Market,Gauteng,Retail,Pretoria Hub,A. Petersen,2,747.54,527.34,"$1,495.08",440.4,ZAR,1.0,None,Completed,Net 15,,20,rush delivery
2024-04-26,ORD-202404-002077,INV-202404-002077,Widget Flux,SKU006,Accessories,Cables,CUST00968,Baldwin-White,Enterprise,Eastern Cape,Ecommerce,Durban Hub,S. Naidoo,-14,50.33,23.72,-704.62,-372.54,ZAR,1.0,Bundle Discount,Returned,Net 30,Damaged,12,promo order
2024-08-07,ORD-202408-002078,INV-202408-002078,Widget Delta,SKU004,Hardware,Tools,CUST00542,Scott Trading,Mid-Market,Gauteng,Distributor,Cape Town DC,L. van Wyk,50,274.5,200.08,"R13,725.00",3721.0,ZAR,1.0,Launch Campaign,Completed,Net 60,,11,
2024-03-29,ORD-202403-002079,INV-202403-002079,Widget Quantum,,Electronics,Controllers,CUST01423,Shea-Silva,Enterprise,KwaZulu-Natal,Ecommerce,Cape Town DC,S. Naidoo,3,691.67,522.35,2075.01,507.96,ZAR,1.0,None,Completed,Net 30,,23,VIP customer
2024-06-18,ORD-202406-002080,INV-202406-002080,Widget Flux,SKU006,Accessories,Cables,CUST01181,,Enterprise,Eastern Cape,Distributor,Pretoria Hub,A. Petersen,93,42.44,23.47,3946.92,1764.21,ZAR,1.0,None,Completed,COD,,15,
2024-04-28,ORD-202404-002081,INV-202404-002081,Widget Rift,SKU011,Packaging,Boxes,CUST00982,Lopez Trading,SMB,Eastern Cape,Ecommerce,Johannesburg DC,S. Naidoo,25,17.43,8.14,435.75,232.25,ZAR,1.0,Summer Promo,Completed,Net 30,,1,
,ORD-202511-002082,INV-202511-002082,Widget Rift,SKU011,Packaging,Boxes,CUST01209,Gaines PLC,Enterprise,Western Cape,Ecommerce,Pretoria Hub,L. van Wyk,57,15.5,8.03,883.5,425.79,ZAR,1.0,None,Completed,Net 30,,1,promo order
2024-04-14,ORD-202404-002083,INV-202404-002083,Widget Rift,SKU011,Packaging,Boxes,CUST00443,Hernandez Trading,SMB,Western Cape,Wholesale,Cape Town DC,L. van Wyk,35,17.03,7.97,596.05,317.1,USD,19.4778,Year End Promo,Completed,Net 15,,7,promo order
2025-12-12,ORD-202512-002084,INV-202512-002084,Widget Beta,SKU002,Hardware,Fasteners,CUST00853,Contreras Trading,SMB,KwaZulu-Natal,Wholesale,Durban Hub,L. van Wyk,0,92.61,55.52,0.0,0.0,ZAR,1.0,Summer Promo,Cancelled,Net 60,,4,
2024-03-30,ORD-202403-002085,INV-202403-002085,Widget Gamma,SKU003,Hardware,Tools,CUST01301,Davidson Trading,SMB,Gauteng,Distributor,Durban Hub,N. Dlamini,-19,196.57,R146.72,3734.83,947.15,ZAR,1.0,None,Completed,Net 60,,11,manual correction
,ORD-202412-002086,INV-202412-002086,Widget Spark,SKU012,Packaging,Labels,CUST01114,Vincent-Garcia,Enterprise,KwaZulu-Natal,Ecommerce,Cape Town DC,L. van Wyk,54,11.15,3.88,602.1,392.58,USD,17.6422,None,Completed,Net 45,,9,promo order
2024-06-12,ORD-202406-002087,INV-202406-002087,Widget Flux,SKU006,Accessories,Cables,CUST01385,King Trading,SMB,KwaZulu-Natal,Retail,Durban Hub,L. van Wyk,21,52.6,23.21,1104.6,R617.19,ZAR,1.0,Bundle Discount,Completed,Net 30,,12,promo order
2024-07-10,ORD-202407-002088,INV-202407-002088,Widget Spark,SKU012,Packaging,Labels,CUST00245,Lane Trading,Mid-Market,Eastern Cape,Wholesale,Durban Hub,N. Dlamini,74,$10.73,4.05,794.02,494.32,ZAR,1.0,None,Completed,Net 60,,4,
2025/07/28,ORD-202507-002089,INV-202507-002089,Widget Spark,SKU012,Packaging,Labels,CUST00791,Robinson Trading,SMB,Western Cape,Wholesale,Cape Town DC,T. Mokoena,38,11.31,4.16,429.78,R271.70,ZAR,1.0,None,Completed,COD,,6,
07/23/2024,ORD-202407-002090,INV-202407-002090,Widget Beta,SKU002,Hardware,Fasteners,CUST01134,Jones Trading,Mid-Market,Western Cape,Wholesale,Cape Town DC,S. Naidoo,24,85.14,54.36,2043.36,738.72,USD,17.8565,Bundle Discount,Completed,COD,,11,VIP customer
2024-09-25,ORD-202409-002091,INV-202409-002091,Widget Spark,SKU012,Packaging,Labels,CUST00191,Curry Trading,SMB,KwaZulu-Natal,Distributor,Johannesburg DC,T. Mokoena,68,11.12,4.05,756.16,480.76,ZAR,1.0,None,Completed,Net 45,,3,VIP customer
2024-10-26,ORD-202410-002092,INV-202410-002092,Widget Gamma,SKU003,Hardware,Tools,CUST01355,Vincent Trading,Mid-Market,Western Cape,Ecommerce,Cape Town DC,T. Mokoena,8,201.72,136.49,1613.76,521.84,ZAR,1.0,None,Completed,Net 30,,13,
2024-04-02,ORD-202404-002093,INV-202404-002093,Widget Delta,SKU004,Hardware,Tools,CUST01794,Watson and Sons,Enterprise,Free State,Wholesale,Pretoria Hub,T. Mokoena,33,269.21,213.06,8883.93,1852.95,ZAR,1.0,None,Completed,Net 60,,10,rush delivery
2025-08-24,ORD-202508-002094,INV-202508-002094,Widget Alpha,SKU001,Hardware,Fasteners,CUST01739,Herrera Trading,SMB,Gauteng,Retail,Pretoria Hub,T. Mokoena,4,82.93,49.09,331.72,135.36,ZAR,1.0,Year End Promo,Completed,Net 15,,1,rush delivery
2024-08-19,ORD-202408-002095,INV-202408-002095,Widget Beta,SKU002,Hardware,Fasteners,CUST00850,Armstrong-Miller,Enterprise,Limpopo,Distributor,Durban Hub,A. Petersen,61,80.57,54.08,4914.77,1615.89,ZAR,1.0,None,Completed,Net 15,,5,rush delivery
2024-06-04,ORD-202406-002096,INV-202406-002096,Widget Quantum,SKU010,Electronics,Controllers,CUST01652,Ruiz-Woodard,Enterprise,Free State,Wholesale,Pretoria Hub,A. Petersen,0,688.39,509.97,0.0,0.0,ZAR,1.0,Bundle Discount,Cancelled,Net 15,,28,VIP customer
2024-12-04,ORD-202412-002097,INV-202412-002097,Widget Orion,SKU008,Electronics,Sensors,CUST00890,Jefferson Trading,Mid-Market,Free State,Retail,Pretoria Hub,L. van Wyk,8,485.90,318.76,3887.2,1337.12,ZAR,1.0,Year End Promo,Completed,Net 60,,21,
03/07/2025,ORD-202503-002098,INV-202503-002098,Widget Echo,SKU005,Accessories,Cables,CUST00419,Castillo-Lam,Key Account,Gauteng,Ecommerce,Durban Hub,T. Mokoena,35,R32.94,17.61,1152.9,536.55,ZAR,1.0,Year End Promo,Completed,Net 45,,18,promo order
2025-09-23,ORD-202509-002099,INV-202509-002099,Widget Beta,SKU002,Hardware,Fasteners,CUST00161,Stephens PLC,Enterprise,Western Cape,Wholesale,Durban Hub,N. Dlamini,33,80.82,55.01,2667.06,851.73,ZAR,1.0,Launch Campaign,Completed,Net 30,,12,manual correction
2025-10-31,ORD-202510-002100,INV-202510-002100,Widget Pulse,SKU009,Electronics,Sensors,CUST01032,Mullins Trading,SMB,Eastern Cape,Wholesale,Durban Hub,T. Mokoena,7,474.07,336.23,3318.49,964.88,ZAR,1.0,None,Completed,Net 15,,22,manual correction
2025-06-12,ORD-202506-002101,INV-202506-002101,Widget Pulse,SKU009,Electronics,Sensors,CUST00230,Walsh Trading,SMB,Limpopo,Distributor,Cape Town DC,S. Naidoo,13,481.87,346.63,6264.31,1758.12,ZAR,1.0,None,Completed,Net 60,,18,VIP customer
2025-09-05,ORD-202509-002102,INV-202509-002102,Widget Delta,SKU004,Hardware,Tools,CUST00360,Ruiz Trading,SMB,Gauteng,Distributor,Pretoria Hub,L. van Wyk,28,282.42,197.14,7907.76,2387.84,USD,18.4233,None,Completed,Net 15,,14,manual correction
2024-03-16,ORD-202403-002103,INV-202403-002103,Widget Alpha,SKU001,Hardware,Fasteners,CUST01031,Gonzalez Trading,SMB,Western Cape,Retail,Cape Town DC,L. van Wyk,7,R85.63,48.66,599.41,258.79,ZAR,1.0,None,Completed,Net 30,,5,manual correction
2025-03-15,ORD-202503-002104,INV-202503-002104,Widget Pulse,SKU009,Electronics,Sensors,CUST01349,Taylor Trading,SMB,KwaZulu-Natal,Wholesale,Pretoria Hub,A. Petersen,9,500.89,$358.66,4508.01,"$1,280.07",ZAR,1.0,Bundle Discount,Completed,COD,,20,
